Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Device Name,Notes,Details,Event Type,Location,Dining Option,Customer ID,Customer Name,Customer Reference ID,Unit,Count,Itemization Type,Fulfillment Note,Channel,Token,Card Brand,PAN Suffix
2025-05-13,08:20:51,Arizona,Specialty Espresso,Cinnamoney,1.0,Regular,,"Iced 24 oz, Whole",US$7.00,US$0.00,US$7.00,US$0.39,OzGb4hsI97FATKgzElaxELieV,J6H055UMHexyUX1o1eRrXEgtuaB,Square Terminal 4334,Brown sugar cinnamon & honey,https://app.squareup.com/dashboard/sales/transactions/OzGb4hsI97FATKgzElaxELieV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,Q4WJJLJZ4PCER4N42ZR54X2P,Visa,7434
2025-05-13,08:07:29,Arizona,Specialty Espresso,Go Bananas Girl,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,WXIwunToRglM7kGLcFjFa2reV,BOh5Cu2SrdVKMFMvhN4lBxLavaB,Square Terminal 4334,"Chocolate, Banana, Hazelnut + topped with whip cream & choco drizzle",https://app.squareup.com/dashboard/sales/transactions/WXIwunToRglM7kGLcFjFa2reV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,Q1CBG8HF0277TKDECHNS52GA9C,Brandon Canales,,ea,1,Physical Good,,Toasted Bean Coffee,KTRNOWCOKJPRKPT44TCF5C2D,Visa,5934
2025-05-13,08:02:20,Arizona,Specialty Energy Drinks,East Valley,1.0,Regular,,,US$7.00,US$0.00,US$7.00,US$0.39,MaStZcZfTXi7HK7e2SiJgm7eV,jxu1dVJ3CQGQeo6rySgG3MRyvaB,Square Terminal 4334,SF Red base with cherry & lime,https://app.squareup.com/dashboard/sales/transactions/MaStZcZfTXi7HK7e2SiJgm7eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,DMYNPDZTKWFGHY3WQG6N5QVAFG,Wydell Colter,,ea,1,Physical Good,,Toasted Bean Coffee,74FQGVDU4XBI7SEMKIQSEP2P,MasterCard,5854
2025-05-13,07:59:52,Arizona,Specialty Espresso,Go Bananas Girl,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,ki2ABcBMEhUXwIhiYDOEhBreV,h6paOHEosGNdGU7O9DonNJJcvaB,Square Terminal 4334,"Chocolate, Banana, Hazelnut + topped with whip cream & choco drizzle",https://app.squareup.com/dashboard/sales/transactions/ki2ABcBMEhUXwIhiYDOEhBreV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,KTRNOWCOKJPRKPT44TCF5C2D,Visa,4946
2025-05-13,07:35:04,Arizona,Specialty Espresso,Go Bananas Girl,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,Mw7eA54V3BlbNCnJhH4BzFzeV,dqoPrlucFAfkYlwzL1KHekeauaB,Square Terminal 4334,"Chocolate, Banana, Hazelnut + topped with whip cream & choco drizzle",https://app.squareup.com/dashboard/sales/transactions/Mw7eA54V3BlbNCnJhH4BzFzeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,KTRNOWCOKJPRKPT44TCF5C2D,Visa,5478
2025-05-13,07:35:04,Arizona,Specialty Espresso,The Triple C,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,Mw7eA54V3BlbNCnJhH4BzFzeV,dqoPrlucFAfkYlwzL1KHekeauaB,Square Terminal 4334,"Chocolate, Coconut, Caramel + topped with Coconut Cold foam & Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/Mw7eA54V3BlbNCnJhH4BzFzeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,2AQGXW6H3FPWOTN5ZTAE2PGQ,Visa,5478
2025-05-13,07:34:11,Arizona,Specialty Espresso,The Triple C,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,YWbqwaXYFBMAufNSiuDqjmueV,39D3lPDlMvKqepEM99v1vxS9uaB,Square Terminal 4334,"Chocolate, Coconut, Caramel + topped with Coconut Cold foam & Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/YWbqwaXYFBMAufNSiuDqjmueV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,1FZBVRSRSD20SVRQWFKETTBHKW,,,ea,1,Physical Good,,Toasted Bean Coffee,2AQGXW6H3FPWOTN5ZTAE2PGQ,Visa,8293
2025-05-13,07:32:52,Arizona,Specialty Espresso,The Triple C,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,cQR5ZWFVmOSHVXTsxyf3iZAfV,HHU3RRbi2mRBn8kdeQr1YGiAvaB,Square Terminal 4334,Light ice,https://app.squareup.com/dashboard/sales/transactions/cQR5ZWFVmOSHVXTsxyf3iZAfV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,H58C1FAYYKJJH1PXSR3B0Q1ZKW,,,ea,1,Physical Good,,Toasted Bean Coffee,2AQGXW6H3FPWOTN5ZTAE2PGQ,Visa,3389
2025-05-13,07:27:07,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,uZVzV2Ki3y7P4WgXFC1FnQ0eV,RSnn3aEYXVZ0K7cbv7nhyeYvuaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/uZVzV2Ki3y7P4WgXFC1FnQ0eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,FAQD97NHJGXRFDGQBC30Q97QX0,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Visa,4160
2025-05-13,07:23:31,Arizona,Specialty Espresso,Go Bananas Girl,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,AUMI8445TBTKIO6rCnugdwneV,1UPbhiziu7AqpNVpQTqyL59VvaB,Square Terminal 4334,"Chocolate, Banana, Hazelnut + topped with whip cream & choco drizzle",https://app.squareup.com/dashboard/sales/transactions/AUMI8445TBTKIO6rCnugdwneV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,KTRNOWCOKJPRKPT44TCF5C2D,MasterCard,6675
2025-05-13,07:21:55,Arizona,Specialty Espresso,Go Bananas Girl,2.0,Regular,,"Iced 24 oz, Whole",US$15.00,US$0.00,US$15.00,US$0.84,KHdHjpowjWEiRga5EsVmMCreV,RCBALOKMdkELkpYqfHVsF8kfuaB,Square Terminal 4334,"Chocolate, Banana, Hazelnut + topped with whip cream & choco drizzle",https://app.squareup.com/dashboard/sales/transactions/KHdHjpowjWEiRga5EsVmMCreV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,2,Physical Good,,Toasted Bean Coffee,KTRNOWCOKJPRKPT44TCF5C2D,Visa,1087
2025-05-13,07:21:55,Arizona,Non-coffee,Matcha Latte,1.0,Regular,,"Iced 24 oz, Whole",US$6.50,US$0.00,US$6.50,US$0.36,KHdHjpowjWEiRga5EsVmMCreV,RCBALOKMdkELkpYqfHVsF8kfuaB,Square Terminal 4334,Comes sweetened with vanilla unless specified,https://app.squareup.com/dashboard/sales/transactions/KHdHjpowjWEiRga5EsVmMCreV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,QDPHO3A4RSZT5VAWBHDUE2IP,Visa,1087
2025-05-13,07:19:05,Arizona,Specialty Espresso,Go Bananas Girl,2.0,Regular,,"Iced 24 oz, Whole",US$15.00,US$0.00,US$15.00,US$0.84,ORpBanohjyDgokfdNdqVEFoeV,PJX3QZrFZXhg78Q6Xi9mco1euaB,Square Terminal 4334,"Chocolate, Banana, Hazelnut + topped with whip cream & choco drizzle",https://app.squareup.com/dashboard/sales/transactions/ORpBanohjyDgokfdNdqVEFoeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,THTV2SD7B9DKFWHFT333H2D6EG,,,ea,2,Physical Good,,Toasted Bean Coffee,KTRNOWCOKJPRKPT44TCF5C2D,Visa,2180
2025-05-13,07:17:05,Arizona,Specialty Espresso,Go Bananas Girl,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,qtgrPZAwPogeufNC9ofwbo4eV,3ritWhePCDv0mVr19oo7auM0uaB,Square Terminal 4334,"Chocolate, Banana, Hazelnut + topped with whip cream & choco drizzle",https://app.squareup.com/dashboard/sales/transactions/qtgrPZAwPogeufNC9ofwbo4eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,KTRNOWCOKJPRKPT44TCF5C2D,Visa,60
2025-05-13,07:14:41,Arizona,Non-coffee,Matcha Latte,1.0,Regular,,"Iced 24 oz, Brown sugar cinnamon, Oat milk",US$7.50,US$0.00,US$7.50,US$0.42,2PS1rDz1abU2F9ab3BhRy6yeV,fTc9oK66JF4axiZ3oAxM9VLRvaB,Square Terminal 4334,Comes sweetened with vanilla unless specified,https://app.squareup.com/dashboard/sales/transactions/2PS1rDz1abU2F9ab3BhRy6yeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,QDPHO3A4RSZT5VAWBHDUE2IP,Visa,7074
2025-05-13,07:14:07,Arizona,Non-coffee,Lemonade.,2.0,Regular,,Lime,US$11.00,US$0.00,US$11.00,US$0.62,CFUUmKU4TpIyAC3RPxYFht1eV,NKszDG0G4OB2dKgYXHHRg73SvaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/CFUUmKU4TpIyAC3RPxYFht1eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,G2C4F4A1JHHSBJTX7G0J1BMWMM,Joseph Kish,,ea,2,Physical Good,,Toasted Bean Coffee,QK3BE4FFA5X7G3GN3R54CP6L,Visa,4101
2025-05-13,07:12:57,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, 1x shot, Whole",US$8.50,US$0.00,US$8.50,US$0.48,gGpagllYPs44ulBySl3Gj1qeV,ZKFLImI48ioLHOyROMAm3fZLuaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/gGpagllYPs44ulBySl3Gj1qeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Visa,6912
2025-05-13,07:11:55,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,QgGEmzTrJVeiZELVCFY6WuveV,tIj1QUoP8PTeV98ppvOSJXNhvaB,Square Terminal 4334,Choco driz,https://app.squareup.com/dashboard/sales/transactions/QgGEmzTrJVeiZELVCFY6WuveV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,J568AY8352S3JA8GV34FSXBWXM,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Visa,2395
2025-05-13,07:11:13,Arizona,Non-coffee,Lemonade.,1.0,Regular,,Lime,US$5.50,US$0.00,US$5.50,US$0.31,KBUcxonFn63SgCy0Ep4EECoeV,FiWvYXp0XqVrXNswx19E1TiauaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/KBUcxonFn63SgCy0Ep4EECoeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,QK3BE4FFA5X7G3GN3R54CP6L,Visa,5734
2025-05-13,07:11:13,Arizona,Non-coffee,Lemonade.,1.0,Regular,,Passion fruit,US$5.50,US$0.00,US$5.50,US$0.31,KBUcxonFn63SgCy0Ep4EECoeV,FiWvYXp0XqVrXNswx19E1TiauaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/KBUcxonFn63SgCy0Ep4EECoeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,QK3BE4FFA5X7G3GN3R54CP6L,Visa,5734
2025-05-13,07:07:28,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,qF2uSD4lNjCqnmepgtD0Zf3eV,nD8q2vgurYSJp4U5N6BnSFbFuaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/qF2uSD4lNjCqnmepgtD0Zf3eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,K9ZAFR71M1M2X75F6WV7FM6HRR,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Visa,6568
2025-05-12,10:48:26,Arizona,Espresso Basics,Mocha,1.0,Regular,,"Iced 24 oz, Whole, Vanilla CF",US$7.50,US$0.00,US$7.50,US$0.42,TvbLWZPnKSEI1vCrAbaJFZLDf19YY,9KAdCN5XkvLzdXcx0BLdJvNFSGXZY,Square Terminal 4334,White choco mocha ,https://app.squareup.com/dashboard/sales/transactions/TvbLWZPnKSEI1vCrAbaJFZLDf19YY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,RT5A3DSK5CLEEN2MCW5HJOZ2,,
2025-05-12,10:35:36,Arizona,Specialty Espresso,Go Bananas Girl,1.0,Regular,,"Iced 24 oz, Oat milk",US$8.00,US$0.00,US$8.00,US$0.45,epdVV9qkwxnfi9IcKZqkgT6eV,D7lcEIrSaKJgVOxTfYyWQFDVuaB,Square Terminal 4334,"Chocolate, Banana, Hazelnut + topped with whip cream & choco drizzle",https://app.squareup.com/dashboard/sales/transactions/epdVV9qkwxnfi9IcKZqkgT6eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,KTRNOWCOKJPRKPT44TCF5C2D,Discover,2258
2025-05-12,10:25:15,Arizona,Espresso Basics,Mocha,1.0,Regular,,"Iced 24 oz, Almond millk",US$7.00,US$0.00,US$7.00,US$0.39,kQLnTN6ieIQzMLnvbek1LxAfV,xkMBrWiF6ubrjjOVUhnkXcrXuaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/kQLnTN6ieIQzMLnvbek1LxAfV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,RT5A3DSK5CLEEN2MCW5HJOZ2,Visa,6334
2025-05-12,10:23:46,Arizona,Specialty Espresso,The Toasted Bean,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,IOHOTkRMb80SC9v9InyVys4eV,FUFaYb72zh5jUFCtgSX4SWf6vaB,Square Terminal 4334,"White Chocolate, Dark Chocolate, Toffee Nut + Marshmallow around the cup + topped with Toasted Marshmallow & Graham Cracker Crumbs",https://app.squareup.com/dashboard/sales/transactions/IOHOTkRMb80SC9v9InyVys4eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,RGHF88N8C11M6A68X4A5DF5N1G,,,ea,1,Physical Good,,Toasted Bean Coffee,GLNYOLZQVEONR7YYMHXKG2VP,Visa,3918
2025-05-12,10:23:46,Arizona,Specialty Espresso,Go Bananas Girl,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,IOHOTkRMb80SC9v9InyVys4eV,FUFaYb72zh5jUFCtgSX4SWf6vaB,Square Terminal 4334,"Chocolate, Banana, Hazelnut + topped with whip cream & choco drizzle",https://app.squareup.com/dashboard/sales/transactions/IOHOTkRMb80SC9v9InyVys4eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,RGHF88N8C11M6A68X4A5DF5N1G,,,ea,1,Physical Good,,Toasted Bean Coffee,KTRNOWCOKJPRKPT44TCF5C2D,Visa,3918
2025-05-12,10:11:07,Arizona,Specialty Espresso,The Toasted Bean,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,2XihkmdKsFfIV8iOzqwxsUveV,58I0yvGq3dfrvlxVHEli6nTkvaB,Square Terminal 4334,"White Chocolate, Dark Chocolate, Toffee Nut + Marshmallow around the cup + topped with Toasted Marshmallow & Graham Cracker Crumbs",https://app.squareup.com/dashboard/sales/transactions/2XihkmdKsFfIV8iOzqwxsUveV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,GLNYOLZQVEONR7YYMHXKG2VP,Visa,5496
2025-05-12,09:50:33,Arizona,Specialty Energy Drinks,Dreamsicle,1.0,Regular,,,US$7.00,US$0.00,US$7.00,US$0.39,8cd6emBAQoeLmQmHHvOsXpleV,JihfBvAkOrM2AxUGz7blE1qcvaB,Square Terminal 4334,SF Red base with orange + topped with half & half,https://app.squareup.com/dashboard/sales/transactions/8cd6emBAQoeLmQmHHvOsXpleV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,BCXJJXOLXERR4MYLQNYPZRNL,Visa,9406
2025-05-12,09:15:49,Arizona,Espresso Basics,Mocha,1.0,Regular,,"Whole, Whipped cream",US$6.50,US$0.00,US$6.50,US$0.36,YSdY8ZJGpi7pnkHA8qUFJFheV,1y8YSPjFUxdbdtyuWMYH9RVquaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/YSdY8ZJGpi7pnkHA8qUFJFheV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,RT5A3DSK5CLEEN2MCW5HJOZ2,Visa,4335
2025-05-12,09:15:17,Arizona,Specialty Energy Drinks,Peachy Keen,2.0,Regular,,,US$14.00,US$0.00,US$14.00,US$0.78,CL3yZW7dKdVrBMmjAnZTAzAfV,tEDoHNxoIyd3oag4LZypel6zuaB,Square Terminal 4334,"Pink Base+ Peach, Passionfruit & Mango + Edible Glitter",https://app.squareup.com/dashboard/sales/transactions/CL3yZW7dKdVrBMmjAnZTAzAfV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,2,Physical Good,,Toasted Bean Coffee,TBIDD3UIISMAGT4IXJUJ3BDG,Visa,1816
2025-05-12,09:15:17,Arizona,Specialty Espresso,The Toasted Bean,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,CL3yZW7dKdVrBMmjAnZTAzAfV,tEDoHNxoIyd3oag4LZypel6zuaB,Square Terminal 4334,"White Chocolate, Dark Chocolate, Toffee Nut + Marshmallow around the cup + topped with Toasted Marshmallow & Graham Cracker Crumbs",https://app.squareup.com/dashboard/sales/transactions/CL3yZW7dKdVrBMmjAnZTAzAfV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,GLNYOLZQVEONR7YYMHXKG2VP,Visa,1816
2025-05-12,09:15:17,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,CL3yZW7dKdVrBMmjAnZTAzAfV,tEDoHNxoIyd3oag4LZypel6zuaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/CL3yZW7dKdVrBMmjAnZTAzAfV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Visa,1816
2025-05-12,09:09:30,Arizona,Espresso Basics,Americano,1.0,Regular,,"Iced 24 oz, Oat milk",US$5.50,US$0.00,US$5.50,US$0.31,WtfCY3qfkeW9N09MLAkYIMgeV,PrKYqgWImrGX5Vw2r09145DrvaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/WtfCY3qfkeW9N09MLAkYIMgeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,ZVIJ6RCCAAWVDHOYXXN3NLXZ,MasterCard,9755
2025-05-12,09:05:02,Arizona,Specialty Espresso,Go Bananas Girl,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,DnJYJDmZ94nH5ZKF1NLxRTQUXMGZY,RI6VIO2BnTjS6MU5itauWUMN5P8YY,Square Terminal 4334,"Chocolate, Banana, Hazelnut + topped with whip cream & choco drizzle",https://app.squareup.com/dashboard/sales/transactions/DnJYJDmZ94nH5ZKF1NLxRTQUXMGZY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,KTRNOWCOKJPRKPT44TCF5C2D,,
2025-05-12,09:04:25,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, 1x shot, Oat milk",US$9.00,US$0.00,US$9.00,US$0.50,0IX5vvFAFqZA0OnFf8FJtKkeV,3RJRP95LyTMiWyqPjGt9ZwuxvaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/0IX5vvFAFqZA0OnFf8FJtKkeV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,00SWP9P4QDY0MFMFEZ0ZH1H9KC,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Visa,9833
2025-05-12,08:46:52,Arizona,Specialty Espresso,The Triple C,1.0,Regular,,"Iced 24 oz, White chocolate, Whole",US$8.00,US$0.00,US$8.00,US$0.45,DFsEWnN5xwInkdCMgktXPk5BTnEZY,3NZAW9aCeknD5tCU3FMIKtZQTPNZY,Square Terminal 4334,"Chocolate, Coconut, Caramel + topped with Coconut Cold foam & Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/DFsEWnN5xwInkdCMgktXPk5BTnEZY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,2AQGXW6H3FPWOTN5ZTAE2PGQ,,
2025-05-12,08:40:44,Arizona,Specialty Espresso,#BASIC,1.0,Regular,,"Iced 24 oz, Whole",US$7.50,US$0.00,US$7.50,US$0.42,AEYGU5jUg6WcUz0axtocwGleV,vfCZP7kxaEs55mBEMGK1ZYkOvaB,Square Terminal 4334,"Caramel, Vanilla + topped with Vanilla Cold Foam & Sea Salt Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/AEYGU5jUg6WcUz0axtocwGleV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,ACO2COLLPSGAV6ZTWOUEJCQR,Visa,7837
2025-05-12,08:06:27,Arizona,Specialty Espresso,The Triple C,1.0,Regular,,"Iced 24 oz, White chocolate, Whole",US$8.00,US$0.00,US$8.00,US$0.45,56LXtgCKSjJKlpxyAGh1bdFChuNZY,rhSOefe7GFisYpeBdWb4LZhoCVcZY,Square Terminal 4334,"Chocolate, Coconut, Caramel + topped with Coconut Cold foam & Caramel Drizzle",https://app.squareup.com/dashboard/sales/transactions/56LXtgCKSjJKlpxyAGh1bdFChuNZY/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,2AQGXW6H3FPWOTN5ZTAE2PGQ,,
2025-05-10,12:36:18,Arizona,Specialty Energy Drinks,Indica,1.0,Regular,,,US$7.00,US$0.00,US$7.00,US$0.39,oMuUqieqmucLeAql8gst8e8eV,1cbFqppMBZ4FFcSScR9RO1XrvaB,Square Terminal 4334,Blue & Pink Base with Lavender + edible glitter,https://app.squareup.com/dashboard/sales/transactions/oMuUqieqmucLeAql8gst8e8eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,VRM37VPU7LON5H6OZA4JP6ZL,MasterCard,2924
2025-05-10,12:31:08,Arizona,Espresso Basics,Latte,1.0,,,"Iced 24 oz, Vanilla, Oat milk",US$7.00,US$0.00,US$7.00,US$0.39,WBzHYbsEkpX3lTBfF98lu6veV,zDXvHOqeq77zLAM89CbSH1tWuaB,Square Terminal 4334,,https://app.squareup.com/dashboard/sales/transactions/WBzHYbsEkpX3lTBfF98lu6veV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,TZGNSF5YYHQVH5HWD9BR1SJS0W,,,ea,1,Physical Good,,Toasted Bean Coffee,BBYPN4GBWJKTYO3JCNVABUAC,Visa,3280
2025-05-10,12:31:08,Arizona,Non-coffee,Matcha Latte,1.0,Regular,,"Iced 24 oz, Banana, Whole",US$7.00,US$0.00,US$7.00,US$0.39,WBzHYbsEkpX3lTBfF98lu6veV,zDXvHOqeq77zLAM89CbSH1tWuaB,Square Terminal 4334,Comes sweetened with vanilla unless specified,https://app.squareup.com/dashboard/sales/transactions/WBzHYbsEkpX3lTBfF98lu6veV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,TZGNSF5YYHQVH5HWD9BR1SJS0W,,,ea,1,Physical Good,,Toasted Bean Coffee,QDPHO3A4RSZT5VAWBHDUE2IP,Visa,3280
2025-05-10,12:27:59,Arizona,Non-coffee,Matcha Latte,1.0,Regular,,"Iced 24 oz, Almond millk",US$7.00,US$0.00,US$7.00,US$0.39,OJRrUhF1P8FfVk3WTWcMU07eV,HPsBhbuz0eIABU3amFFuMfgOvaB,Square Terminal 4334,Comes sweetened with vanilla unless specified,https://app.squareup.com/dashboard/sales/transactions/OJRrUhF1P8FfVk3WTWcMU07eV/by-unit/LQ44G3RPEGR9T,Payment,Toasted Bean Coffee,For Here,,,,ea,1,Physical Good,,Toasted Bean Coffee,QDPHO3A4RSZT5VAWBHDUE2IP,Visa,4635
